,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
44519,891f8d45ba7ffff,95,0,1,0,1,5,0,20,55,13,0,High-area,21.05,5.26,57.89,1.05,Business_percent
44614,891f8d71293ffff,47,0,0,0,0,0,1,8,22,16,0,High-area,17.02,0.0,46.81,0.0,Business_percent
44661,891f8d7b6b3ffff,31,0,0,1,0,2,0,5,22,1,0,High-area,16.13,6.45,70.97,0.0,Business_percent
44692,891f8d7a077ffff,85,1,7,1,0,2,0,20,48,7,0,High-area,23.53,2.35,56.47,8.24,Business_percent
44777,891f8d45953ffff,93,0,0,2,2,1,0,4,76,8,0,High-area,4.3,1.08,81.72,0.0,Business_percent
44870,891f8d44bbbffff,34,0,1,1,0,0,0,0,31,0,1,High-area,0.0,0.0,91.18,2.94,Business_percent
44904,891f8d450dbffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
44905,891f8d7a29bffff,23,0,1,0,0,1,0,2,15,4,0,Low-area,8.7,4.35,65.22,4.35,Business_percent
44928,891f8d44c97ffff,13,0,0,0,0,1,0,0,12,0,0,Low-area,0.0,7.69,92.31,0.0,Business_percent
44941,891f8d45887ffff,4,1,0,0,0,0,0,0,3,1,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
44945,891f8d71e43ffff,15,2,0,0,1,4,0,4,3,3,0,Low-area,26.67,26.67,20.0,0.0,Shopping_percent
44960,891f8d7a323ffff,28,0,2,0,0,1,0,2,19,4,0,Low-area,7.14,3.57,67.86,7.14,Business_percent
44988,891f8d7b5c3ffff,41,0,0,0,0,1,1,3,32,4,0,High-area,7.32,2.44,78.05,0.0,Business_percent
45029,891f8d440afffff,68,0,2,0,0,3,1,17,33,12,0,High-area,25.0,4.41,48.53,2.94,Business_percent
45097,891f8d458cbffff,38,0,0,1,0,0,0,10,25,2,0,High-area,26.32,0.0,65.79,0.0,Business_percent
45135,891f8d44e17ffff,5,0,0,3,1,0,0,0,1,0,0,Low-area,0.0,0.0,20.0,0.0,Business_percent
45140,891f8d7b6b7ffff,50,0,1,0,1,1,0,9,29,9,0,High-area,18.0,2.0,58.0,2.0,Business_percent
45190,891f8d44a4fffff,99,1,5,2,0,1,5,11,56,18,1,High-area,11.11,1.01,56.57,5.05,Business_percent
45289,891f8d46b33ffff,30,0,0,1,1,0,0,4,22,2,0,High-area,13.33,0.0,73.33,0.0,Business_percent
45319,891f8d7aa8bffff,27,0,0,0,0,1,0,2,19,5,0,Low-area,7.41,3.7,70.37,0.0,Business_percent
45346,891f8d7a28fffff,33,0,0,1,0,1,0,11,20,0,0,High-area,33.33,3.03,60.61,0.0,Business_percent
45379,891f8d7a1d7ffff,30,1,1,0,0,1,0,7,17,4,0,High-area,23.33,3.33,56.67,3.33,Business_percent
45409,891f8d47327ffff,3,2,0,0,0,1,0,0,2,0,0,Low-area,0.0,33.33,66.67,0.0,Business_percent
45412,891f8d7a04bffff,24,0,0,1,0,3,1,1,14,4,0,Low-area,4.17,12.5,58.33,0.0,Business_percent
45436,891f8d7ac87ffff,10,0,1,0,0,0,0,2,4,3,0,Low-area,20.0,0.0,40.0,10.0,Business_percent
45446,891f8d7b53bffff,53,0,2,0,2,2,0,6,28,13,0,High-area,11.32,3.77,52.83,3.77,Business_percent
45499,891f8d46bd7ffff,51,0,4,1,1,4,1,13,21,6,0,High-area,25.49,7.84,41.18,7.84,Business_percent
45550,891f8d7b0d7ffff,71,2,2,0,0,1,0,9,44,15,0,High-area,12.68,1.41,61.97,2.82,Business_percent
45621,891f8d44863ffff,99,0,0,1,1,0,0,13,64,20,0,High-area,13.13,0.0,64.65,0.0,Business_percent
45720,891f8d7ac43ffff,35,0,0,0,0,1,1,2,29,2,0,High-area,5.71,2.86,82.86,0.0,Business_percent
45755,891f8d44e47ffff,97,0,8,0,1,2,1,18,62,5,0,High-area,18.56,2.06,63.92,8.25,Business_percent
45852,891f8d71057ffff,18,0,1,0,0,0,0,3,13,1,0,Low-area,16.67,0.0,72.22,5.56,Business_percent
45870,891f8d7a28bffff,41,1,4,0,0,2,2,14,14,5,0,High-area,34.15,4.88,34.15,9.76,Shopping_percent
45911,891f8d7a427ffff,99,0,7,3,0,0,0,35,37,17,0,High-area,35.35,0.0,37.37,7.07,Business_percent
46010,891f8d44e53ffff,30,0,0,0,0,0,0,3,15,11,1,High-area,10.0,0.0,50.0,0.0,Business_percent
46040,891f8d448abffff,98,1,4,0,1,2,0,17,54,20,0,High-area,17.35,2.04,55.1,4.08,Business_percent
46138,891f8d44c57ffff,100,0,10,5,1,1,4,23,39,15,2,High-area,23.0,1.0,39.0,10.0,Business_and_Services
46238,891f8d4ed97ffff,11,0,0,1,0,2,0,0,4,4,0,Low-area,0.0,18.18,36.36,0.0,Business_percent
46249,891f8d46adbffff,5,0,0,0,0,0,0,2,1,2,0,Low-area,40.0,0.0,20.0,0.0,Shopping_percent
46254,891f8d45a8fffff,68,0,2,0,0,2,0,7,50,7,0,High-area,10.29,2.94,73.53,2.94,Business_percent
46322,891f8d7b587ffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,100.0,Eat_percent
46323,891f8d46b57ffff,9,0,0,0,0,0,0,1,7,1,0,Low-area,11.11,0.0,77.78,0.0,Business_percent
46332,891f8d45a47ffff,6,0,0,0,0,0,0,1,3,2,0,Low-area,16.67,0.0,50.0,0.0,Business_percent
46338,891f8d7a213ffff,48,1,3,0,1,2,0,13,23,6,0,High-area,27.08,4.17,47.92,6.25,Business_percent
46386,891f8d710bbffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
46387,891f8d7363bffff,9,0,0,0,0,0,1,3,3,2,0,Low-area,33.33,0.0,33.33,0.0,Shopping_percent
46396,891f8d45b6bffff,70,0,0,1,0,2,0,2,62,3,0,High-area,2.86,2.86,88.57,0.0,Business_percent
46466,891f8d4e993ffff,6,0,0,0,0,1,0,1,2,2,0,Low-area,16.67,16.67,33.33,0.0,Business_percent
46472,891f8d44a3bffff,99,0,1,0,1,1,1,3,89,3,0,High-area,3.03,1.01,89.9,1.01,Business_percent
46571,891f8d45a53ffff,5,0,0,0,0,1,0,2,0,2,0,Low-area,40.0,20.0,0.0,0.0,Shopping_percent
46576,891f8d45893ffff,97,0,8,1,1,6,1,22,43,15,0,High-area,22.68,6.19,44.33,8.25,Business_percent
46673,891f8d458a3ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
46675,891f8d710cfffff,8,0,0,0,0,0,1,0,5,2,0,Low-area,0.0,0.0,62.5,0.0,Business_percent
46683,891f8d7135bffff,69,0,2,3,0,3,2,8,47,4,0,High-area,11.59,4.35,68.12,2.9,Business_percent
46752,891f8d44807ffff,95,0,3,1,2,1,1,9,61,17,0,High-area,9.47,1.05,64.21,3.16,Business_percent
46847,891f8d4630bffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
46849,891f8d7321bffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
46851,891f8d71087ffff,2,0,0,0,0,1,0,0,1,0,0,Low-area,0.0,50.0,50.0,0.0,Transport_percent
46853,891f8d46b53ffff,12,0,0,1,0,0,0,4,5,2,0,Low-area,33.33,0.0,41.67,0.0,Business_percent
46865,891f8d7162bffff,64,1,4,1,1,0,0,18,36,4,0,High-area,28.12,0.0,56.25,6.25,Business_percent
46929,891f8d736abffff,20,0,1,0,0,1,0,2,16,0,0,Low-area,10.0,5.0,80.0,5.0,Business_percent
46949,891f8d47393ffff,6,0,0,0,0,0,1,1,2,2,0,Low-area,16.67,0.0,33.33,0.0,Business_percent
46955,891f8d785a3ffff,24,3,0,0,0,2,1,1,20,0,0,Low-area,4.17,8.33,83.33,0.0,Business_percent
46979,891f8d7a6d3ffff,21,0,0,0,1,1,0,3,13,3,0,Low-area,14.29,4.76,61.9,0.0,Business_percent
47000,891f8d71367ffff,40,1,0,0,0,4,0,3,30,2,1,High-area,7.5,10.0,75.0,0.0,Business_percent
47040,891f8d7a827ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
47041,891f8d47133ffff,20,0,0,0,0,2,0,2,15,1,0,Low-area,10.0,10.0,75.0,0.0,Business_percent
47061,891f8d7b447ffff,40,0,1,0,0,1,1,4,31,2,0,High-area,10.0,2.5,77.5,2.5,Business_percent
47101,891f8d7123bffff,38,0,0,0,0,1,0,4,26,7,0,High-area,10.53,2.63,68.42,0.0,Business_percent
47139,891f8d45d1bffff,4,0,0,0,0,1,0,0,2,1,0,Low-area,0.0,25.0,50.0,0.0,Business_percent
47143,891f8d7366fffff,25,0,0,1,0,2,0,4,13,4,1,Low-area,16.0,8.0,52.0,0.0,Business_percent
47168,891f8d44613ffff,8,0,0,0,0,1,0,0,1,6,0,Low-area,0.0,12.5,12.5,0.0,Transport_percent
47176,891f8d7161bffff,72,0,0,0,1,1,1,4,55,10,0,High-area,5.56,1.39,76.39,0.0,Business_percent
47248,891f8d4493bffff,34,0,1,1,0,1,1,1,26,3,0,High-area,2.94,2.94,76.47,2.94,Business_percent
47282,891f8d440a3ffff,28,0,0,0,0,2,0,8,16,2,0,Low-area,28.57,7.14,57.14,0.0,Business_percent
47310,891f8d448b3ffff,98,2,6,0,0,1,1,9,65,16,0,High-area,9.18,1.02,66.33,6.12,Business_percent
47408,891f8d471b7ffff,22,0,0,0,0,1,0,4,16,1,0,Low-area,18.18,4.55,72.73,0.0,Business_percent
47430,891f8d44b8bffff,9,0,2,0,0,0,4,1,1,1,0,Low-area,11.11,0.0,11.11,22.22,Eat_percent
47439,891f8d7a1b3ffff,66,0,0,0,1,1,0,4,50,10,0,High-area,6.06,1.52,75.76,0.0,Business_percent
47505,891f8d44cb3ffff,15,1,0,1,0,2,0,1,8,3,0,Low-area,6.67,13.33,53.33,0.0,Business_percent
47520,891f8d71633ffff,39,0,1,0,1,0,0,8,25,4,0,High-area,20.51,0.0,64.1,2.56,Business_percent
47559,891f8d451d7ffff,35,0,0,0,0,0,0,2,13,20,0,High-area,5.71,0.0,37.14,0.0,Business_percent
47594,891f8d7ae9bffff,33,0,2,2,0,0,0,4,15,10,0,High-area,12.12,0.0,45.45,6.06,Business_percent
47627,891f8d7a3cbffff,11,0,0,0,0,0,0,1,9,1,0,Low-area,9.09,0.0,81.82,0.0,Business_percent
47638,891f8d44323ffff,97,0,0,0,1,1,1,10,74,10,0,High-area,10.31,1.03,76.29,0.0,Business_percent
47735,891f8d7aac7ffff,35,1,0,0,0,3,1,6,23,2,0,High-area,17.14,8.57,65.71,0.0,Business_percent
47770,891f8d4706fffff,3,0,0,0,0,1,0,0,2,0,0,Low-area,0.0,33.33,66.67,0.0,Business_percent
47773,891f8d7b573ffff,43,0,1,0,0,3,1,1,32,5,0,High-area,2.33,6.98,74.42,2.33,Business_percent
47816,891f8d444dbffff,45,0,0,0,1,2,0,6,31,5,0,High-area,13.33,4.44,68.89,0.0,Business_percent
47861,891f8d4462fffff,29,0,0,1,0,0,0,3,20,5,0,Low-area,10.34,0.0,68.97,0.0,Business_percent
47890,891f8d449d3ffff,74,1,4,1,3,6,1,9,41,9,0,High-area,12.16,8.11,55.41,5.41,Business_percent
47964,891f8d45c17ffff,100,0,0,0,0,0,0,5,88,7,0,High-area,5.0,0.0,88.0,0.0,Business_and_Services
48064,891f8d47137ffff,36,0,1,1,0,2,0,4,21,7,0,High-area,11.11,5.56,58.33,2.78,Business_percent
48100,891f8d440a7ffff,43,0,2,0,0,2,0,9,28,2,0,High-area,20.93,4.65,65.12,4.65,Business_percent
48143,891f8d46b93ffff,11,0,0,0,0,2,0,1,7,1,0,Low-area,9.09,18.18,63.64,0.0,Business_percent
48154,891f8d4408fffff,22,0,0,0,0,0,0,7,14,1,0,Low-area,31.82,0.0,63.64,0.0,Business_percent
48176,891f8d4512fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
48177,891f8d7adc7ffff,9,0,0,0,0,1,0,0,7,0,1,Low-area,0.0,11.11,77.78,0.0,Business_percent
48186,891f8d46b03ffff,19,0,1,1,0,1,0,2,11,3,0,Low-area,10.53,5.26,57.89,5.26,Business_percent
48205,891f8d45eb3ffff,46,1,1,0,0,0,1,19,18,7,0,High-area,41.3,0.0,39.13,2.17,Shopping_percent
48251,891f8d4483bffff,97,0,2,0,0,0,0,13,56,26,0,High-area,13.4,0.0,57.73,2.06,Business_percent
48348,891f8d7b533ffff,63,0,3,0,0,2,0,11,35,12,0,High-area,17.46,3.17,55.56,4.76,Business_percent
48411,891f8d44157ffff,49,0,1,0,0,1,2,14,23,7,1,High-area,28.57,2.04,46.94,2.04,Business_percent
48460,891f8d7b593ffff,65,1,6,2,1,5,0,14,29,8,0,High-area,21.54,7.69,44.62,9.23,Business_percent
48525,891f8d736bbffff,11,0,0,0,0,1,0,0,9,1,0,Low-area,0.0,9.09,81.82,0.0,Business_percent
48536,891f8d44ecfffff,20,0,2,1,0,0,3,2,9,3,0,Low-area,10.0,0.0,45.0,10.0,Business_percent
48556,891f8d712d7ffff,18,0,2,0,0,1,0,2,12,1,0,Low-area,11.11,5.56,66.67,11.11,Business_percent
48574,891f8d7b453ffff,25,0,0,1,0,1,0,2,18,3,0,Low-area,8.0,4.0,72.0,0.0,Business_percent
48599,891f8d44663ffff,76,0,1,0,1,4,1,19,38,12,0,High-area,25.0,5.26,50.0,1.32,Business_percent
48675,891f8d46b0fffff,8,0,0,0,0,1,0,0,7,0,0,Low-area,0.0,12.5,87.5,0.0,Business_percent
48683,891f8d7a667ffff,43,0,1,0,0,0,1,2,30,9,0,High-area,4.65,0.0,69.77,2.33,Business_percent
48726,891f8d7ad5bffff,28,0,0,0,0,1,0,4,21,2,0,Low-area,14.29,3.57,75.0,0.0,Business_percent
48754,891f8d45a17ffff,100,0,0,0,0,0,0,14,80,6,0,High-area,14.0,0.0,80.0,0.0,Business_and_Services
48854,891f8d7ac8bffff,33,1,0,0,0,0,2,7,17,7,0,High-area,21.21,0.0,51.52,0.0,Business_percent
48887,891f8d45437ffff,13,1,0,0,0,4,0,3,4,2,0,Low-area,23.08,30.77,30.77,0.0,Transport_percent
48900,891f8d7b59bffff,33,0,1,1,1,1,2,4,19,4,0,High-area,12.12,3.03,57.58,3.03,Business_percent
48933,891f8d449cfffff,47,0,0,0,1,0,0,4,34,8,0,High-area,8.51,0.0,72.34,0.0,Business_percent
48980,891f8d45e87ffff,35,0,1,0,1,1,0,5,25,2,0,High-area,14.29,2.86,71.43,2.86,Business_percent
49015,891f8d44d53ffff,28,1,3,0,1,2,0,3,14,5,0,Low-area,10.71,7.14,50.0,10.71,Business_percent
49043,891f8d458b3ffff,34,0,2,0,1,3,4,3,16,5,0,High-area,8.82,8.82,47.06,5.88,Business_percent
49077,891f8d44c63ffff,60,3,0,3,0,1,0,9,37,10,0,High-area,15.0,1.67,61.67,0.0,Business_percent
49137,891f8d45c43ffff,43,0,1,1,0,1,0,5,29,6,0,High-area,11.63,2.33,67.44,2.33,Business_percent
49180,891f8d449dbffff,82,0,2,1,3,0,0,7,53,15,1,High-area,8.54,0.0,64.63,2.44,Business_percent
49262,891f8d44a9bffff,94,1,11,4,0,1,1,13,56,7,1,High-area,13.83,1.06,59.57,11.7,Business_percent
49356,891f8d7a637ffff,83,1,2,1,1,4,3,19,46,6,1,High-area,22.89,4.82,55.42,2.41,Business_percent
49439,891f8d45467ffff,66,1,5,1,1,1,1,16,29,12,0,High-area,24.24,1.52,43.94,7.58,Business_percent
49505,891f8d7b5c7ffff,2,0,0,0,1,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
49507,891f8d4632bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
49508,891f8d7329bffff,18,0,1,0,1,0,1,1,9,5,0,Low-area,5.56,0.0,50.0,5.56,Business_percent
49526,891f8d45db7ffff,97,0,3,0,0,0,0,14,65,15,0,High-area,14.43,0.0,67.01,3.09,Business_percent
49623,891f8d732abffff,12,0,0,0,0,0,0,4,8,0,0,Low-area,33.33,0.0,66.67,0.0,Business_percent
49635,891f8d455d3ffff,10,0,0,0,0,0,0,4,5,1,0,Low-area,40.0,0.0,50.0,0.0,Business_percent
49645,891f8d449abffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
49646,891f8d44bafffff,60,0,0,0,2,1,1,3,47,6,0,High-area,5.0,1.67,78.33,0.0,Business_percent
49706,891f8d4586fffff,64,0,0,1,0,2,0,19,33,9,0,High-area,29.69,3.12,51.56,0.0,Business_percent
49770,891f8d71683ffff,6,0,0,0,0,0,0,0,4,2,0,Low-area,0.0,0.0,66.67,0.0,Business_percent
49776,891f8d7a393ffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
49780,891f8d44463ffff,7,0,1,0,0,0,0,2,3,1,0,Low-area,28.57,0.0,42.86,14.29,Business_percent
49787,891f8d7ac07ffff,35,0,6,3,0,1,1,5,17,2,0,High-area,14.29,2.86,48.57,17.14,Business_percent
49822,891f8d45c87ffff,6,0,0,0,0,0,0,0,5,1,0,Low-area,0.0,0.0,83.33,0.0,Business_percent
49828,891f8d4547bffff,35,1,1,1,0,0,0,9,15,9,0,High-area,25.71,0.0,42.86,2.86,Business_percent
49863,891f8d46267ffff,7,0,0,0,0,1,1,0,4,1,0,Low-area,0.0,14.29,57.14,0.0,Business_percent
49870,891f8d7ac33ffff,33,1,1,0,0,1,3,3,24,1,0,High-area,9.09,3.03,72.73,3.03,Business_percent
49903,891f8d7b4b7ffff,66,0,4,3,0,1,3,3,43,9,0,High-area,4.55,1.52,65.15,6.06,Business_percent
49969,891f8d71e47ffff,5,0,0,1,0,0,0,0,0,3,1,Low-area,0.0,0.0,0.0,0.0,Facilities
49974,891f8d4620fffff,14,0,1,0,0,2,0,5,4,2,0,Low-area,35.71,14.29,28.57,7.14,Shopping_percent
49988,891f8d4551bffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
49989,891f8d44a13ffff,100,0,12,3,2,0,0,25,50,8,0,High-area,25.0,0.0,50.0,12.0,Business_and_Services
50089,891f8d40dabffff,32,0,2,1,1,1,0,5,20,2,0,High-area,15.62,3.12,62.5,6.25,Business_percent
50121,891f8d44c6fffff,78,0,1,2,0,1,0,12,51,11,0,High-area,15.38,1.28,65.38,1.28,Business_percent
50199,891f8d458afffff,2,0,1,1,0,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,50.0,Eat_percent
50201,891f8d7a40fffff,91,0,8,4,0,3,5,15,52,4,0,High-area,16.48,3.3,57.14,8.79,Business_percent
50292,891f8d7b5cfffff,4,0,0,0,0,0,3,0,1,0,0,Low-area,0.0,0.0,25.0,0.0,Business_percent
50296,891f8d71437ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
50297,891f8d44383ffff,7,0,1,0,0,2,1,0,1,2,0,Low-area,0.0,28.57,14.29,14.29,Transport_percent
50304,891f8d44407ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
50305,891f8d46ec3ffff,3,0,0,0,0,0,0,1,1,1,0,Low-area,33.33,0.0,33.33,0.0,Shopping_percent
50308,891f8d7b47bffff,31,0,0,0,0,1,0,2,25,3,0,High-area,6.45,3.23,80.65,0.0,Business_percent
50339,891f8d71343ffff,50,0,0,0,0,2,1,7,34,6,0,High-area,14.0,4.0,68.0,0.0,Business_percent
50389,891f8d4444bffff,20,0,0,0,0,0,1,3,13,3,0,Low-area,15.0,0.0,65.0,0.0,Business_percent
50409,891f8d47027ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,50.0,0.0,50.0,0.0,Shopping_percent
50411,891f8d7a33bffff,29,0,1,0,0,1,0,3,22,2,0,Low-area,10.34,3.45,75.86,3.45,Business_percent
50440,891f8d7b5a3ffff,20,0,1,0,0,0,0,4,14,1,0,Low-area,20.0,0.0,70.0,5.0,Business_percent
50460,891f8d7a8d7ffff,17,0,0,0,0,0,0,2,12,3,0,Low-area,11.76,0.0,70.59,0.0,Business_percent
50477,891f8d71373ffff,6,0,0,0,0,1,0,0,3,2,0,Low-area,0.0,16.67,50.0,0.0,Business_percent
50483,891f8d44033ffff,19,0,2,0,0,0,0,12,4,1,0,Low-area,63.16,0.0,21.05,10.53,Shopping_percent
50502,891f8d44373ffff,97,1,3,1,2,1,0,18,49,23,0,High-area,18.56,1.03,50.52,3.09,Business_percent
50599,891f8d7addbffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
50601,891f8d44e77ffff,34,0,0,10,1,0,1,3,16,3,0,High-area,8.82,0.0,47.06,0.0,Business_percent
50635,891f8d4464bffff,4,0,0,0,0,0,0,0,1,3,0,Low-area,0.0,0.0,25.0,0.0,Business_percent
50639,891f8d4ed33ffff,14,0,2,1,0,1,0,0,5,5,0,Low-area,0.0,7.14,35.71,14.29,Business_percent
50653,891f8d7a0b3ffff,100,0,3,1,1,1,0,8,66,20,0,High-area,8.0,1.0,66.0,3.0,Business_and_Services
50753,891f8d440c7ffff,34,0,2,0,0,1,0,4,20,6,1,High-area,11.76,2.94,58.82,5.88,Business_percent
50787,891f8d450bbffff,1,0,0,0,0,0,0,0,0,0,1,Low-area,0.0,0.0,0.0,0.0,Areas_and_Buildings
50788,891f8d44527ffff,41,0,3,0,0,2,0,10,25,1,0,High-area,24.39,4.88,60.98,7.32,Business_percent
50829,891f8d46a6bffff,9,0,0,0,0,0,2,3,4,0,0,Low-area,33.33,0.0,44.44,0.0,Business_percent
50838,891f8d459afffff,100,0,12,1,0,1,1,20,52,12,1,High-area,20.0,1.0,52.0,12.0,Business_and_Services
50938,891f8d446b3ffff,82,0,0,0,0,3,1,17,57,4,0,High-area,20.73,3.66,69.51,0.0,Business_percent
51020,891f8d45ac3ffff,17,0,0,0,0,1,0,2,12,2,0,Low-area,11.76,5.88,70.59,0.0,Business_percent
51037,891f8d4edabffff,17,0,0,0,0,1,0,1,12,3,0,Low-area,5.88,5.88,70.59,0.0,Business_percent
51054,891f8d4436bffff,32,0,0,0,1,1,0,4,21,5,0,High-area,12.5,3.12,65.62,0.0,Business_percent
51086,891f8d46207ffff,31,1,1,0,0,1,0,11,14,4,0,High-area,35.48,3.23,45.16,3.23,Business_percent
51117,891f8d7b6a7ffff,65,0,1,0,0,1,0,16,40,7,0,High-area,24.62,1.54,61.54,1.54,Business_percent
51182,891f8d7104bffff,12,0,0,0,0,2,0,1,8,1,0,Low-area,8.33,16.67,66.67,0.0,Business_percent
51194,891f8d7a53bffff,97,1,7,2,1,2,2,13,55,15,0,High-area,13.4,2.06,56.7,7.22,Business_percent
51291,891f8d4716bffff,21,0,0,0,0,0,0,2,17,2,0,Low-area,9.52,0.0,80.95,0.0,Business_percent
51312,891f8d71557ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
51313,891f8d7a88bffff,3,0,0,0,0,0,0,2,1,0,0,Low-area,66.67,0.0,33.33,0.0,Shopping_percent
51316,891f8d45a9bffff,56,0,1,0,0,1,0,6,47,1,0,High-area,10.71,1.79,83.93,1.79,Business_percent
51372,891f8d44ed3ffff,17,0,2,0,0,0,0,0,10,5,0,Low-area,0.0,0.0,58.82,11.76,Business_percent
51389,891f8d456b7ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
51390,891f8d7a34bffff,13,0,2,0,0,1,0,2,8,0,0,Low-area,15.38,7.69,61.54,15.38,Business_percent
51403,891f8d71393ffff,1,0,0,1,0,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Going_Out-Entertainment
51404,891f8d7b0c7ffff,38,0,0,0,0,0,0,4,28,6,0,High-area,10.53,0.0,73.68,0.0,Business_percent
51442,891f8d456bbffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
51443,891f8d4401bffff,32,0,1,0,0,0,0,4,24,3,0,High-area,12.5,0.0,75.0,3.12,Business_percent
51475,891f8d7309bffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,0.0,100.0,0.0,0.0,Transport_percent
51476,891f8d4554bffff,35,1,1,0,0,0,0,11,18,5,0,High-area,31.43,0.0,51.43,2.86,Business_percent
51511,891f8d7a2b7ffff,34,0,3,0,0,1,0,8,14,8,0,High-area,23.53,2.94,41.18,8.82,Business_percent
51545,891f8d7a04fffff,78,0,2,1,0,2,1,17,40,15,0,High-area,21.79,2.56,51.28,2.56,Business_percent
51623,891f8d7a5abffff,28,0,2,0,0,2,1,3,18,2,0,Low-area,10.71,7.14,64.29,7.14,Business_percent
51651,891f8d71363ffff,7,1,0,0,1,0,0,3,3,0,0,Low-area,42.86,0.0,42.86,0.0,Shopping_percent
51658,891f8d46383ffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,100.0,Eat_percent
51659,891f8d45e0bffff,48,0,0,0,0,3,0,6,24,15,0,High-area,12.5,6.25,50.0,0.0,Business_percent
51707,891f8d7ac6bffff,29,0,0,0,0,1,2,4,19,3,0,Low-area,13.79,3.45,65.52,0.0,Business_percent
51736,891f8d458abffff,9,0,2,0,0,1,1,1,1,3,0,Low-area,11.11,11.11,11.11,22.22,Eat_percent
51745,891f8d47287ffff,12,0,0,0,0,2,0,2,8,0,0,Low-area,16.67,16.67,66.67,0.0,Business_percent
51757,891f8d4e9abffff,23,0,0,0,0,0,1,1,15,6,0,Low-area,4.35,0.0,65.22,0.0,Business_percent
51780,891f8d7a0d7ffff,37,1,4,0,1,1,1,3,23,4,0,High-area,8.11,2.7,62.16,10.81,Business_percent
51817,891f8d7145bffff,43,1,1,0,1,2,0,4,24,11,0,High-area,9.3,4.65,55.81,2.33,Business_percent
51860,891f8d46a77ffff,27,0,2,0,0,0,0,7,16,2,0,Low-area,25.93,0.0,59.26,7.41,Business_percent
51887,891f8d4428bffff,69,1,3,0,2,3,0,18,24,18,1,High-area,26.09,4.35,34.78,4.35,Business_percent
51956,891f8d4718fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
51957,891f8d4427bffff,33,0,1,0,0,0,1,11,16,4,0,High-area,33.33,0.0,48.48,3.03,Business_percent
51990,891f8d7ac8fffff,64,0,2,0,0,1,0,18,25,18,0,High-area,28.12,1.56,39.06,3.12,Business_percent
52054,891f8d732cfffff,20,0,0,0,0,1,0,0,11,8,0,Low-area,0.0,5.0,55.0,0.0,Business_percent
52074,891f8d7a5b3ffff,42,0,1,0,1,0,0,7,26,7,0,High-area,16.67,0.0,61.9,2.38,Business_percent
52116,891f8d4543bffff,48,0,1,2,0,2,0,13,25,5,0,High-area,27.08,4.17,52.08,2.08,Business_percent
52164,891f8d45b97ffff,96,0,3,1,1,3,2,10,69,7,0,High-area,10.42,3.12,71.88,3.12,Business_percent
52260,891f8d7acb7ffff,33,1,0,0,1,1,0,7,24,0,0,High-area,21.21,3.03,72.73,0.0,Business_percent
52293,891f8d71e73ffff,34,0,0,0,0,0,2,4,27,1,0,High-area,11.76,0.0,79.41,0.0,Business_percent
